"","Name","Year","file","Organization_type","Size","Sector","Sec_SASB","Country","Region","OECD","english_non_english"
"15714","Amer Sports",2017,"AmerSports_2017","Private company","MNE","Equipment","Resource Transformation","Finland","Europe","No","english"
"15715","American Airlines",2017,"AmericanAirlines_2017","Private company","Large","Aviation","Transportation","United States of America","Northern America",NA,"english"
"15716","American Cleaning Institute",2017,"AmericanCleaningInstitute_2017","Partnership","Large","Household and Personal Products","Consumer Goods","United States of America","Northern America",NA,"english"
"15717","American Electric Power (AEP)",2017,"AmericanElectricPower(AEP)_2017","Private company","Large","Energy Utilities","Infrastructure","United States of America","Northern America","No","english"
"15718","American Express",2017,"AmericanExpress_2017","Private company","Large","Financial Services","Financials","United States of America","Northern America",NA,"english"
"15719","AMF",2017,"AMF_2017","Private company","Large","Financial Services","Financials","Sweden","Europe","No","english"
"15720","AMG Advanced Metallurgical Group",2017,"AMGAdvancedMetallurgicalGroup_2017","Private company","Large","Metals Products","Extractives and Minerals Processing","Netherlands","Europe","No","non-english"
"15721","Amgen Inc.",2017,"AmgenInc._2017","Private company","MNE","Healthcare Products","Healthcare","United States of America","Northern America","No","english"
"15722","Amival",2017,"Amival_2017","Non-profit organization","Large","Non-Profit / Services","Non-Profit / Services","Belgium","Europe","No","non-english"
"15723","Amorepacific",2017,"Amorepacific_2017","Private company","Large","Household and Personal Products","Consumer Goods","Korea, Republic of","Asia","No","english"
"15724","Amtran Technology Co., Ltd.",2017,"AmtranTechnologyCo.,Ltd._2017","Private company","MNE","Technology Hardware","Technology and Communications","Taiwan","Asia",NA,"non-english"
"15725","Analog Devices",2017,"AnalogDevices_2017","Private company","Large","Technology Hardware","Technology and Communications","United States of America","Northern America","Yes","english"
"15726","Anasoft",2017,"Anasoft_2017","Private company","SME","Technology Hardware","Technology and Communications","Slovak Republic","Europe",NA,"english"
"15727","Andersen & Martini",2017,"Andersen&Martini_2017","Private company","Large","Automotive","Transportation","Denmark","Europe",NA,"non-english"
"15728","Andhra Bank",2017,"AndhraBank_2017","Private company","Large","Financial Services","Financials","India","Asia",NA,"non-english"
"15729","Andres Carne de Res",2017,"AndresCarnedeRes_2017","Private company","SME","Food and Beverage Products","Food and Beverage","Colombia","Latin America & the Caribbean",NA,"non-english"
"15730","Ángel Estrada",2017,"ÁngelEstrada_2017","Private company","Large","Forest and Paper Products","Renewable Resources & Alternative Energy","Argentina","Latin America & the Caribbean","No","non-english"
"15731","Anglo American",2017,"AngloAmerican_2017","Private company","Large","Mining","Extractives and Minerals Processing","United Kingdom of Great Britain and Northern Ireland","Europe",NA,"english"
"15732","Anglo American Chile",2017,"AngloAmericanChile_2017","Subsidiary","Large","Mining","Extractives and Minerals Processing","Chile","Latin America & the Caribbean","No","non-english"
"15733","Anglo American Platinum",2017,"AngloAmericanPlatinum_2017","Private company","Large","Mining","Extractives and Minerals Processing","South Africa","Africa","No","english"
"15734","AngloGold Ashanti",2017,"AngloGoldAshanti_2017","Private company","MNE","Other","Other","South Africa","Africa","Yes","english"
"15735","Angola Stock Exchange BODIVA",2017,"AngolaStockExchangeBODIVA_2017","Public institution","SME","Financial Services","Financials","Angola","Africa",NA,"non-english"
"15736","Anheuser-Busch InBev",2017,"Anheuser-BuschInBev_2017","Private company","Large","Food and Beverage Products","Food and Beverage","Belgium","Europe","No","english"
"15737","Anhui Conch Cement",2017,"AnhuiConchCement_2017","Private company","Large","Other","Other","Mainland China","Asia",NA,"non-english"
"15738","Anhui Conch Cement Co.",2017,"AnhuiConchCementCo._2017","Private company","Large","Railroad","Infrastructure","Hong Kong","Asia",NA,"english"
"15739","Anhui Expressway",2017,"AnhuiExpressway_2017","State-owned company","Large","Railroad","Infrastructure","Mainland China","Asia",NA,"non-english"
"15740","ANHUI GUJING DISTILLERY",2017,"ANHUIGUJINGDISTILLERY_2017","Private company","Large","Food and Beverage Products","Food and Beverage","Mainland China","Asia",NA,"non-english"
"15741","Anhui Heli",2017,"AnhuiHeli_2017","State-owned company","Large","Equipment","Resource Transformation","Mainland China","Asia",NA,"non-english"
"15742","ANHUI SUN CREATE ELECTRONICS",2017,"ANHUISUNCREATEELECTRONICS_2017","State-owned company","Large","Conglomerates","Conglomerates","Mainland China","Asia",NA,"non-english"
"15743","Anhui Ustc Iflytek",2017,"AnhuiUstcIflytek_2017","Private company","SME","Computers","Technology and Communications","Mainland China","Asia","No","non-english"
"15744","Anhui Wanwei Updated High-Tech Material Industry",2017,"AnhuiWanweiUpdatedHigh-TechMaterialIndustry_2017","Private company","Large","Metals Products","Extractives and Minerals Processing","Mainland China","Asia",NA,"non-english"
"15745","Anritsu Corporation",2017,"AnritsuCorporation_2017","Private company","MNE","Technology Hardware","Technology and Communications","Japan","Asia","No","non-english"
"15746","Ansaldo STS",2017,"AnsaldoSTS_2017","Private company","Large","Logistics","Transportation","Italy","Europe","Yes","english"
"15747","Ansys",2017,"Ansys_2017","Private company","MNE","Railroad","Infrastructure","South Africa","Africa",NA,"english"
"15748","ANTA Sports Products",2017,"ANTASportsProducts_2017","Private company","Large","Textiles and Apparel","Consumer Goods","Hong Kong","Asia",NA,"english"
"15749","Antalis Group",2017,"AntalisGroup_2017","Private company","Large","Logistics","Transportation","France","Europe",NA,"non-english"
"15750","Antam",2017,"Antam_2017","State-owned company","Large","Mining","Extractives and Minerals Processing","Indonesia","Asia","No","non-english"
"15751","Antamina",2017,"Antamina_2017","Private company","Large","Mining","Extractives and Minerals Processing","Peru","Latin America & the Caribbean","No","english"
"15752","Antofagasta Minerals",2017,"AntofagastaMinerals_2017","Private company","Large","Mining","Extractives and Minerals Processing","Chile","Latin America & the Caribbean","No","non-english"
"15753","ANZ Royal",2017,"ANZRoyal_2017","Public institution","Large","Financial Services","Financials","Cambodia","Asia",NA,"english"
"15754","AO Johansen",2017,"AOJohansen_2017","Private company","MNE","Retailers","Consumer Goods","Denmark","Europe",NA,"non-english"
"15755","APAP",2017,"APAP_2017","Private company","Large","Financial Services","Financials","Dominican Republic","Latin America & the Caribbean","No","non-english"
"15756","Apator",2017,"Apator_2017","Private company","Large","Equipment","Resource Transformation","Poland","Europe","No","non-english"
"15757","APD",2017,"APD_2017","Private company","SME","Telecommunications","Technology and Communications","Spain","Europe","No","non-english"
"15758","APERAM",2017,"APERAM_2017","Private company","Large","Metals Products","Extractives and Minerals Processing","Luxembourg","Europe","Yes","english"
"15759","Aperam South America",2017,"AperamSouthAmerica_2017","Private company","Large","Metals Products","Extractives and Minerals Processing","Brazil","Latin America & the Caribbean","No","non-english"
"15760","Apex Brasil",2017,"ApexBrasil_2017","Private company","Large","Commercial Services","Financials","Brazil","Latin America & the Caribbean",NA,"non-english"
"15761","Aplitelc Bergueda",2017,"AplitelcBergueda_2017","Private company","SME","Commercial Services","Financials","Spain","Europe","No","non-english"
"15762","Apollo Tyres",2017,"ApolloTyres_2017","Private company","MNE","Automotive","Transportation","India","Asia",NA,"non-english"
"15763","Apoteket",2017,"Apoteket_2017","State-owned company","Large","Healthcare Products","Healthcare","Sweden","Europe","No","non-english"
"15764","Apoteksgruppen",2017,"Apoteksgruppen_2017","State-owned company","Large","Healthcare Products","Healthcare","Sweden","Europe","No","non-english"
"15765","AquaChile",2017,"AquaChile_2017","Private company","Large","Food and Beverage Products","Food and Beverage","Chile","Latin America & the Caribbean",NA,"english"
"15766","Aquafil",2017,"Aquafil_2017","Private company","Large","Textiles and Apparel","Consumer Goods","Italy","Europe",NA,"english"
"15767","Aquanet SA",2017,"AquanetSA_2017","Private company","Large","Commercial Services","Financials","Poland","Europe","No","non-english"
"15768","Ara Region Bern AG",2017,"AraRegionBernAG_2017","State-owned company","SME","Water Utilities","Infrastructure","Switzerland","Europe",NA,"non-english"
"15769","Arab African International Bank",2017,"ArabAfricanInternationalBank_2017","Private company","Large","Financial Services","Financials","Egypt","Africa","No","english"
"15770","Arauco",2017,"Arauco_2017","Private company","Large","Forest and Paper Products","Renewable Resources & Alternative Energy","Chile","Latin America & the Caribbean","No","non-english"
"15771","ARB Holdings",2017,"ARBHoldings_2017","Private company","Large","Construction Materials","Extractives and Minerals Processing","South Africa","Africa",NA,"non-english"
"15772","Arbor Technology Corp.",2017,"ArborTechnologyCorp._2017","Private company","MNE","Computers","Technology and Communications","Taiwan","Asia","No","non-english"
"15773","ArcelorMittal - Belgium",2017,"ArcelorMittal-Belgium_2017","Subsidiary","Large","Metals Products","Extractives and Minerals Processing","Belgium","Europe",NA,"english"
"15774","ArcelorMittal Brasil",2017,"ArcelorMittalBrasil_2017","Subsidiary","Large","Metals Products","Extractives and Minerals Processing","Brazil","Latin America & the Caribbean","No","non-english"
"15775","ARCELORMITTAL FRANCE",2017,"ARCELORMITTALFRANCE_2017","Private company","MNE","Metals Products","Extractives and Minerals Processing","France","Europe","No","non-english"
"15776","ArcelorMittal México",2017,"ArcelorMittalMéxico_2017","Subsidiary","MNE","Metals Products","Extractives and Minerals Processing","Mexico","Latin America & the Caribbean","No","non-english"
"15777","ArcelorMittal Ostrava a.s.",2017,"ArcelorMittalOstravaa.s._2017","Subsidiary","MNE","Mining","Extractives and Minerals Processing","Czech Republic","Europe","No","non-english"
"15778","ArcelorMittal Poland",2017,"ArcelorMittalPoland_2017","Private company","MNE","Metals Products","Extractives and Minerals Processing","Poland","Europe","No","english"
"15779","ArcelorMittal Ukraine",2017,"ArcelorMittalUkraine_2017","Private company","MNE","Metals Products","Extractives and Minerals Processing","Ukraine","Europe","No","english"
"15780","ArcelorMittal USA",2017,"ArcelorMittalUSA_2017","Private company","Large","Metals Products","Extractives and Minerals Processing","United States of America","Northern America","Yes","english"
"15781","Arcplus Group PLC",2017,"ArcplusGroupPLC_2017","State-owned company","Large","Other","Other","Mainland China","Asia","No","non-english"
"15782","Arctia Shipping Oy",2017,"ArctiaShippingOy_2017","State-owned company","Large","Logistics","Transportation","Finland","Europe",NA,"english"
"15783","Ardentec Corporation",2017,"ArdentecCorporation_2017","Private company","MNE","Technology Hardware","Technology and Communications","Taiwan","Asia","No","english"
"15784","A-REIT",2017,"A-REIT_2017","Private company","MNE","Real Estate","Infrastructure","Singapore","Asia","No","english"
"15785","Argent Industrial Limited",2017,"ArgentIndustrialLimited_2017","Private company","Large","Metals Products","Extractives and Minerals Processing","South Africa","Africa",NA,"english"
"15786","Argentum",2017,"Argentum_2017","State-owned company","Large","Financial Services","Financials","Norway","Europe",NA,"non-english"
"15787","Arkema",2017,"Arkema_2017","Private company","MNE","Chemicals","Resource Transformation","France","Europe","Yes","english"
"15788","Arlandabanan",2017,"Arlandabanan_2017","State-owned company","Large","Railroad","Infrastructure","Sweden","Europe","No","non-english"
"15789","ARM (African Rainbow Minerals)",2017,"ARM(AfricanRainbowMinerals)_2017","Private company","Large","Mining","Extractives and Minerals Processing","South Africa","Africa",NA,"english"
"15790","ARMZ Uranium Holding Co. (Atomredmetzoloto)",2017,"ARMZUraniumHoldingCo.(Atomredmetzoloto)_2017","Subsidiary","Large","Mining","Extractives and Minerals Processing","Russian Federation","Europe",NA,"non-english"
"15791","ARTERIS",2017,"ARTERIS_2017","Private company","Large","Other","Other","Brazil","Latin America & the Caribbean",NA,"non-english"
"15792","Artesanías de Colombia",2017,"ArtesaníasdeColombia_2017","State-owned company","SME","Other","Other","Colombia","Latin America & the Caribbean",NA,"non-english"
"15793","AS Tallinna Vesi",2017,"ASTallinnaVesi_2017","Private company","Large","Water Utilities","Infrastructure","Estonia","Europe","No","non-english"
"15794","Asahi Glass Company",2017,"AsahiGlassCompany_2017","Private company","MNE","Chemicals","Resource Transformation","Japan","Asia","No","english"
"15795","Ascendas India Trust",2017,"AscendasIndiaTrust_2017","Private company","Large","Real Estate","Infrastructure","Singapore","Asia","No","english"
"15796","Ascension Properties",2017,"AscensionProperties_2017","Private company","Large","Real Estate","Infrastructure","South Africa","Africa",NA,"english"
"15797","ASEPEYO",2017,"ASEPEYO_2017","Non-profit organization","Large","Other","Other","Spain","Europe","No","non-english"
"15798","ASFiNAG",2017,"ASFiNAG_2017","State-owned company","Large","Construction","Infrastructure","Austria","Europe",NA,"non-english"
"15799","Ashdod Port",2017,"AshdodPort_2017","State-owned company","Large","Other","Other","Israel","Asia","No","non-english"
"15800","Ashok Leyland",2017,"AshokLeyland_2017","Private company","Large","Automotive","Transportation","India","Asia","No","english"
"15801","Asia Vital Components(AVC)",2017,"AsiaVitalComponents(AVC)_2017","Private company","MNE","Computers","Technology and Communications","Taiwan","Asia","No","non-english"
"15802","ASKA",2017,"ASKA_2017","Private company","Large","Chemicals","Resource Transformation","Japan","Asia",NA,"non-english"
"15803","Askey Corporation",2017,"AskeyCorporation_2017","Private company","MNE","Computers","Technology and Communications","Taiwan","Asia","No","english"
"15804","ASM Pacific Technology",2017,"ASMPacificTechnology_2017","Private company","MNE","Other","Other","Hong Kong","Asia",NA,"english"
"15805","ASML",2017,"ASML_2017","Private company","Large","Technology Hardware","Technology and Communications","Netherlands","Europe","Yes","english"
"15806","ASN Bank",2017,"ASNBank_2017","Subsidiary","SME","Financial Services","Financials","Netherlands","Europe","No","english"
"15807","Asociación Empresarial para el Desarrollo AED",2017,"AsociaciónEmpresarialparaelDesarrolloAED_2017","Non-profit organization","SME","Non-Profit / Services","Non-Profit / Services","Costa Rica","Latin America & the Caribbean","No","non-english"
"15808","ASPAPEL",2017,"ASPAPEL_2017","Non-profit organization","SME","Other","Other","Spain","Europe","No","non-english"
"15809","Aspen Pharmacare",2017,"AspenPharmacare_2017","Private company","Large","Healthcare Products","Healthcare","South Africa","Africa",NA,"english"
"15810","Aspiag Service Srl",2017,"AspiagServiceSrl_2017","Private company","MNE","Retailers","Consumer Goods","Italy","Europe","No","non-english"
"15811","ASSA ABLOY",2017,"ASSAABLOY_2017","Private company","Large","Technology Hardware","Technology and Communications","Sweden","Europe","Yes","english"
"15812","Assmann Büromöbel",2017,"AssmannBüromöbel_2017","Private company","Large","Consumer Durables","Consumer Goods","Germany","Europe",NA,"non-english"
"15813","Associated British Foods",2017,"AssociatedBritishFoods_2017","Private company","MNE","Food and Beverage Products","Food and Beverage","United Kingdom of Great Britain and Northern Ireland","Europe",NA,"english"
"15814","Association of Chartered Certified Accountants (ACCA)",2017,"AssociationofCharteredCertifiedAccountants(ACCA)_2017","Private company","Large","Non-Profit / Services","Non-Profit / Services","United Kingdom of Great Britain and Northern Ireland","Europe",NA,"english"
"15815","ASSOCIATION OF HUNGARIAN BREWERS",2017,"ASSOCIATIONOFHUNGARIANBREWERS_2017","Non-profit organization","Large","Food and Beverage Products","Food and Beverage","Hungary","Europe",NA,"non-english"
"15816","Assore",2017,"Assore_2017","Private company","MNE","Mining","Extractives and Minerals Processing","South Africa","Africa",NA,"english"
"15817","AST Groupe",2017,"ASTGroupe_2017","Private company","Large","Construction","Infrastructure","France","Europe",NA,"non-english"
"15818","Astarta",2017,"Astarta_2017","Private company","Large","Agriculture","Food and Beverage","Ukraine","Europe",NA,"english"
"15819","Astoria Investments Ltd",2017,"AstoriaInvestmentsLtd_2017","Private company","SME","Financial Services","Financials","Mauritius","Africa",NA,"english"
"15820","Astragraphia",2017,"Astragraphia_2017","Private company","Large","Commercial Services","Financials","Indonesia","Asia",NA,"non-english"
"15821","ASUR",2017,"ASUR_2017","Private company","MNE","Aviation","Transportation","Mexico","Latin America & the Caribbean","No","non-english"
"15822","AT&S",2017,"AT&S_2017","Private company","MNE","Technology Hardware","Technology and Communications","Austria","Europe",NA,"english"
"15823","AT&T",2017,"AT&T_2017","Private company","MNE","Telecommunications","Technology and Communications","United States of America","Northern America","No","english"
"15824","ATCO Group",2017,"ATCOGroup_2017","Private company","MNE","Conglomerates","Conglomerates","Canada","Northern America",NA,"english"
"15825","ATEN",2017,"ATEN_2017","Private company","MNE","Computers","Technology and Communications","Taiwan","Asia","No","non-english"
"15826","Atento (Mexico)",2017,"Atento(Mexico)_2017","Subsidiary","MNE","Commercial Services","Financials","Mexico","Latin America & the Caribbean","No","non-english"
"15827","ATG",2017,"ATG_2017","Private company","Large","Tourism/Leisure","Tourism/Leisure","Sweden","Europe",NA,"non-english"
"15828","Atlantia",2017,"Atlantia_2017","Private company","Large","Construction","Infrastructure","Italy","Europe","No","english"
"15829","Atlas Copco",2017,"AtlasCopco_2017","Private company","Large","Equipment","Resource Transformation","Sweden","Europe","Yes","english"
"15830","Atlas Seguridad",2017,"AtlasSeguridad_2017","Private company","Large","Commercial Services","Financials","Colombia","Latin America & the Caribbean","No","non-english"
"15831","Atos",2017,"Atos_2017","Private company","Large","Computers","Technology and Communications","France","Europe","No","english"
"15832","Atria Group",2017,"AtriaGroup_2017","Private company","MNE","Food and Beverage Products","Food and Beverage","Finland","Europe","Yes","english"
"15833","Atrium Ljungberg",2017,"AtriumLjungberg_2017","Private company","Large","Real Estate","Infrastructure","Sweden","Europe","No","english"
"15834","Attacq",2017,"Attacq_2017","State-owned company","SME","Real Estate","Infrastructure","South Africa","Africa",NA,"english"
"15835","Attijariwafa Bank",2017,"AttijariwafaBank_2017","Private company","Large","Financial Services","Financials","Morocco","Africa",NA,"english"
"15836","ATVR",2017,"ATVR_2017","State-owned company","SME","Retailers","Consumer Goods","Iceland","Europe","No","non-english"
"15837","AUDI AG",2017,"AUDIAG_2017","Subsidiary","MNE","Automotive","Transportation","Germany","Europe","Yes","non-english"
"15838","Aurobindo Pharma",2017,"AurobindoPharma_2017","Private company","MNE","Healthcare Products","Healthcare","India","Asia",NA,"english"
"15839","Austin-Bergstrom International Airport (ABIA)",2017,"Austin-BergstromInternationalAirport(ABIA)_2017","State-owned company","Large","Aviation","Transportation","United States of America","Northern America",NA,"english"
"15840","Austral",2017,"Austral_2017","Private company","Large","Other","Other","Peru","Latin America & the Caribbean","No","non-english"
"15841","Austropapier",2017,"Austropapier_2017","Private company","SME","Forest and Paper Products","Renewable Resources & Alternative Energy","Austria","Europe",NA,"non-english"
"15842","Autoridad del Canal de Panamá (ACP)",2017,"AutoridaddelCanaldePanamá(ACP)_2017","State-owned company","SME","Other","Other","Panama","Latin America & the Caribbean",NA,"non-english"
"15843","Autostrada Eksploatacja (AESA)",2017,"AutostradaEksploatacja(AESA)_2017","Private company","Large","Logistics","Transportation","Poland","Europe","No","non-english"
"15844","Avanza Bank",2017,"AvanzaBank_2017","Private company","Large","Financial Services","Financials","Sweden","Europe","No","english"
"15845","Aveng",2017,"Aveng_2017","Private company","Large","Construction","Infrastructure","South Africa","Africa",NA,"english"
"15846","AVer Information Inc.",2017,"AVerInformationInc._2017","Private company","Large","Technology Hardware","Technology and Communications","Taiwan","Asia","No","non-english"
"15847","AVI Limited",2017,"AVILimited_2017","Private company","Large","Other","Other","South Africa","Africa","No","english"
"15848","Aviation Industry Corporation of China (AVIC)",2017,"AviationIndustryCorporationofChina(AVIC)_2017","State-owned company","Large","Aviation","Transportation","Mainland China","Asia",NA,"non-english"
"15849","Aviatur",2017,"Aviatur_2017","Private company","MNE","Tourism/Leisure","Tourism/Leisure","Colombia","Latin America & the Caribbean",NA,"non-english"
"15850","Avibrás",2017,"Avibrás_2017","Private company","Large","Other","Other","Brazil","Latin America & the Caribbean","No","non-english"
"15851","AVIC Aircraft",2017,"AVICAircraft_2017","Subsidiary","Large","Aviation","Transportation","Mainland China","Asia","No","non-english"
"15852","AVIC Capital",2017,"AVICCapital_2017","State-owned company","Large","Financial Services","Financials","Mainland China","Asia","No","non-english"
"15853","AVINOR",2017,"AVINOR_2017","State-owned company","Large","Aviation","Transportation","Norway","Europe","Yes","english"
"15854","Avocet Mining",2017,"AvocetMining_2017","Private company","Large","Mining","Extractives and Minerals Processing","Burkina Faso","Africa",NA,"english"
"15855","Avril",2017,"Avril_2017","Private company","Large","Agriculture","Food and Beverage","France","Europe",NA,"english"
"15856","AXA",2017,"AXA_2017","Private company","Large","Financial Services","Financials","France","Europe",NA,"english"
"15857","Axfood",2017,"Axfood_2017","Private company","Large","Retailers","Consumer Goods","Sweden","Europe","No","english"
"15858","Axia Corporation Ltd",2017,"AxiaCorporationLtd_2017","Private company","Large","Retailers","Consumer Goods","Zimbabwe","Africa","No","english"
"15859","Axiata",2017,"Axiata_2017","Private company","MNE","Telecommunications","Technology and Communications","Malaysia","Asia","No","english"
"15860","Axis Communications",2017,"AxisCommunications_2017","Private company","MNE","Technology Hardware","Technology and Communications","Sweden","Europe","No","english"
"15861","AXTEL",2017,"AXTEL_2017","Private company","Large","Telecommunications","Technology and Communications","Mexico","Latin America & the Caribbean","Yes","non-english"
"15862","Ayala Land",2017,"AyalaLand_2017","Private company","Large","Real Estate","Infrastructure","Philippines","Asia","No","english"
"15863","Ayurvet Limited",2017,"AyurvetLimited_2017","Private company","SME","Healthcare Products","Healthcare","India","Asia","No","english"
"15864","Azbil",2017,"Azbil_2017","Private company","Large","Conglomerates","Conglomerates","Japan","Asia",NA,"english"
"15865","Aziende Industriali di Lugano (AIL)",2017,"AziendeIndustrialidiLugano(AIL)_2017","State-owned company","Large","Energy Utilities","Infrastructure","Switzerland","Europe","No","non-english"
"15866","B & M European Retail Value",2017,"B&MEuropeanRetailValue_2017","Private company","MNE","Retailers","Consumer Goods","United Kingdom of Great Britain and Northern Ireland","Europe",NA,"english"
"15867","B2W - Companhia Digital",2017,"B2W-CompanhiaDigital_2017","Private company","Large","Commercial Services","Financials","Brazil","Latin America & the Caribbean","No","non-english"
"15868","B3 (formerly known as BM&FBOVESPA)",2017,"B3(formerlyknownasBM&FBOVESPA)_2017","Private company","Large","Financial Services","Financials","Brazil","Latin America & the Caribbean","No","english"
"15869","BAA Gatwick",2017,"BAAGatwick_2017","Private company","Large","Aviation","Transportation","United Kingdom of Great Britain and Northern Ireland","Europe",NA,"english"
"15870","BAA Stansted",2017,"BAAStansted_2017","Subsidiary","Large","Aviation","Transportation","United Kingdom of Great Britain and Northern Ireland","Europe",NA,"english"
"15871","Backus - Union de Cervecerias Peruanas Backus y Johnston",2017,"Backus-UniondeCerveceriasPeruanasBackusyJohnston_2017","Private company","Large","Food and Beverage Products","Food and Beverage","Peru","Latin America & the Caribbean",NA,"non-english"
"15872","Baidu",2017,"Baidu_2017","Private company","Large","Other","Other","Mainland China","Asia","No","non-english"
"15873","Bajaj Auto",2017,"BajajAuto_2017","Private company","MNE","Automotive","Transportation","India","Asia",NA,"english"
"15874","Bajaj Electricals Limited",2017,"BajajElectricalsLimited_2017","Private company","MNE","Consumer Durables","Consumer Goods","India","Asia",NA,"english"
"15875","Bajaj Holdings & Investment Ltd",2017,"BajajHoldings&InvestmentLtd_2017","Private company","SME","Financial Services","Financials","India","Asia",NA,"english"
"15876","Bakrie & Brothers",2017,"Bakrie&Brothers_2017","Subsidiary","MNE","Other","Other","Indonesia","Asia",NA,"non-english"
"15877","Bakrie Sumatera Plantations",2017,"BakrieSumateraPlantations_2017","Private company","Large","Agriculture","Food and Beverage","Indonesia","Asia",NA,"non-english"
"15878","Balkrishna Industries Limited",2017,"BalkrishnaIndustriesLimited_2017","Private company","MNE","Automotive","Transportation","India","Asia",NA,"english"
"15879","Baloise-Holding AG",2017,"Baloise-HoldingAG_2017","Private company","MNE","Financial Services","Financials","Switzerland","Europe",NA,"english"
"15880","Bama Gruppen AS",2017,"BamaGruppenAS_2017","Private company","Large","Food and Beverage Products","Food and Beverage","Norway","Europe",NA,"english"
"15881","Bancamia",2017,"Bancamia_2017","Private company","Large","Financial Services","Financials","Colombia","Latin America & the Caribbean","No","non-english"
"15882","Banco BBVA Colombia",2017,"BancoBBVAColombia_2017","Private company","Large","Financial Services","Financials","Colombia","Latin America & the Caribbean","No","non-english"
"15883","Banco CorpBanca Colombia",2017,"BancoCorpBancaColombia_2017","Private company","Large","Financial Services","Financials","Colombia","Latin America & the Caribbean","No","non-english"
"15884","Banco Davivienda",2017,"BancoDavivienda_2017","Private company","MNE","Financial Services","Financials","Colombia","Latin America & the Caribbean",NA,"non-english"
"15885","Banco Daycoval",2017,"BancoDaycoval_2017","Private company","Large","Financial Services","Financials","Brazil","Latin America & the Caribbean",NA,"non-english"
"15886","Banco de Bogotá",2017,"BancodeBogotá_2017","Private company","Large","Financial Services","Financials","Colombia","Latin America & the Caribbean",NA,"non-english"
"15887","Banco de Comércio e Indústria",2017,"BancodeComércioeIndústria_2017","State-owned company","Large","Financial Services","Financials","Angola","Africa",NA,"non-english"
"15888","Banco de Crédito Bolivia",2017,"BancodeCréditoBolivia_2017","Private company","Large","Financial Services","Financials","Bolivia","Latin America & the Caribbean","No","non-english"
"15889","Banco de Crédito del Perú (BCP)",2017,"BancodeCréditodelPerú(BCP)_2017","Private company","Large","Financial Services","Financials","Peru","Latin America & the Caribbean","No","non-english"
"15890","Banco de la Nación",2017,"BancodelaNación_2017","Public institution","MNE","Financial Services","Financials","Peru","Latin America & the Caribbean","No","non-english"
"15891","Banco del Estado de Chile",2017,"BancodelEstadodeChile_2017","Private company","Large","Financial Services","Financials","Chile","Latin America & the Caribbean","No","non-english"
"15892","Banco del Pacifico",2017,"BancodelPacifico_2017","Private company","Large","Financial Services","Financials","Ecuador","Latin America & the Caribbean","No","non-english"
"15893","Banco do Brasil",2017,"BancodoBrasil_2017","State-owned company","Large","Financial Services","Financials","Brazil","Latin America & the Caribbean","No","non-english"
"15894","Banco Fie S.A",2017,"BancoFieS.A_2017","Private company","Large","Financial Services","Financials","Bolivia","Latin America & the Caribbean","No","non-english"
"15895","Banco General",2017,"BancoGeneral_2017","Private company","Large","Financial Services","Financials","Panama","Latin America & the Caribbean","No","non-english"
"15896","Banco Hipotecario",2017,"BancoHipotecario_2017","Private company","Large","Financial Services","Financials","Argentina","Latin America & the Caribbean","No","non-english"
"15897","Banco Nación Argentina",2017,"BancoNaciónArgentina_2017","State-owned company","Large","Financial Services","Financials","Argentina","Latin America & the Caribbean",NA,"non-english"
"15898","Banco Nacional De Bolivia S.A.",2017,"BancoNacionalDeBoliviaS.A._2017","Private company","Large","Financial Services","Financials","Bolivia","Latin America & the Caribbean","No","non-english"
"15899","Banco Patagonia",2017,"BancoPatagonia_2017","Private company","Large","Financial Services","Financials","Argentina","Latin America & the Caribbean","No","non-english"
"15900","Banco Prestígio",2017,"BancoPrestígio_2017","Private company","Large","Financial Services","Financials","Angola","Africa",NA,"non-english"
"15901","Banco SOL",2017,"BancoSOL_2017","Private company","Large","Financial Services","Financials","Angola","Africa",NA,"english"
"15902","Banco Unión S.A.",2017,"BancoUniónS.A._2017","State-owned company","Large","Financial Services","Financials","Bolivia","Latin America & the Caribbean","No","non-english"
"15903","Banesco Banco Universal C.A",2017,"BanescoBancoUniversalC.A_2017","Private company","Large","Financial Services","Financials","Venezuela","Latin America & the Caribbean","No","non-english"
"15904","Banesco Panama",2017,"BanescoPanama_2017","Private company","Large","Financial Services","Financials","Panama","Latin America & the Caribbean","Yes","non-english"
"15905","Bangkok Aviation Fuel Services PCL",2017,"BangkokAviationFuelServicesPCL_2017","Private company","Large","Energy","Extractives and Minerals Processing","Thailand","Asia","No","non-english"
"15906","Bangkok Bank",2017,"BangkokBank_2017","Private company","Large","Financial Services","Financials","Thailand","Asia","No","english"
"15907","Bangkok Dusit Medical Services",2017,"BangkokDusitMedicalServices_2017","Private company","Large","Healthcare Services","Healthcare","Thailand","Asia",NA,"english"
"15908","Bangkok Expressway and Metro",2017,"BangkokExpresswayandMetro_2017","Private company","Large","Logistics","Transportation","Thailand","Asia",NA,"english"
"15909","Bangkok Insurance",2017,"BangkokInsurance_2017","Private company","Large","Financial Services","Financials","Thailand","Asia","No","non-english"
"15910","Bank 1 Oslo Akershus",2017,"Bank1OsloAkershus_2017","Private company","Large","Financial Services","Financials","Norway","Europe",NA,"non-english"
"15911","Bank Asia",2017,"BankAsia_2017","Private company","MNE","Financial Services","Financials","Bangladesh","Asia","No","english"
